path,folder,filename,width,height,bytes,sha256,feature_tags,semantic_hint
ItemSell_TrangVatPham/118 - Copy.PNG,ItemSell_TrangVatPham,118 - Copy.PNG,36,20,2513,e138d0467c9b6855c80c17010e58f13556c51fc6a83013df10dd610154026ee4,inventory_sell,118 - Copy
ItemSell_TrangVatPham/118.PNG,ItemSell_TrangVatPham,118.PNG,36,20,2513,e138d0467c9b6855c80c17010e58f13556c51fc6a83013df10dd610154026ee4,inventory_sell,118
ItemSell_TrangVatPham/119 - Copy.PNG,ItemSell_TrangVatPham,119 - Copy.PNG,35,20,2232,66681922a3c0641853311fd173d40341fcb1b876bac7a6803238644a6fb46752,inventory_sell,119 - Copy
ItemSell_TrangVatPham/119.PNG,ItemSell_TrangVatPham,119.PNG,35,20,2232,66681922a3c0641853311fd173d40341fcb1b876bac7a6803238644a6fb46752,inventory_sell,119
ItemSell_TrangVatPham/12 - Copy.PNG,ItemSell_TrangVatPham,12 - Copy.PNG,33,15,1820,599aa5d3160f228e0d0b13d7edd187ab338c4cafa1ab917ee3e825aac27e1c15,inventory_sell,12 - Copy
ItemSell_TrangVatPham/12.PNG,ItemSell_TrangVatPham,12.PNG,33,15,1820,599aa5d3160f228e0d0b13d7edd187ab338c4cafa1ab917ee3e825aac27e1c15,inventory_sell,12
ItemSell_TrangVatPham/120 - Copy.PNG,ItemSell_TrangVatPham,120 - Copy.PNG,37,22,2722,fc4e4bd106f529c796059fb9dea0f4f087eaf5069b0ea5cc1a43ef77a3424986,inventory_sell,120 - Copy
ItemSell_TrangVatPham/120.PNG,ItemSell_TrangVatPham,120.PNG,37,22,2722,fc4e4bd106f529c796059fb9dea0f4f087eaf5069b0ea5cc1a43ef77a3424986,inventory_sell,120
ItemSell_TrangVatPham/121.PNG,ItemSell_TrangVatPham,121.PNG,39,19,2562,2941cd3adeb1526cac058adaa9a189aa92371b16a00309660730e353389fb71e,inventory_sell,121
ItemSell_TrangVatPham/122.PNG,ItemSell_TrangVatPham,122.PNG,39,19,2062,66b5e6c6c7fc0918be4ae33d92759157f4ae50a78062e97780f83dbb6ce1684d,inventory_sell,122
ItemSell_TrangVatPham/123.PNG,ItemSell_TrangVatPham,123.PNG,36,23,2703,5015081c133213e119384944069eaa494b8b28bf0596d518fa0473d7a51f5263,inventory_sell,123
ItemSell_TrangVatPham/124.PNG,ItemSell_TrangVatPham,124.PNG,37,20,2400,015a9b977544f120804df78315ebb713e27778f9076f742d15d4d13bf64873b1,inventory_sell,124
ItemSell_TrangVatPham/125.PNG,ItemSell_TrangVatPham,125.PNG,40,23,2826,e6091ffcaadf9e1c406f44dfee827d4208f2d1ac653b3fed8faa001d8b5303d5,inventory_sell,125
ItemSell_TrangVatPham/126.PNG,ItemSell_TrangVatPham,126.PNG,36,21,2391,05fc05a2af5c85cfda40eb34625d132048cea49afd561a1fb214b2fda50b415a,inventory_sell,126
ItemSell_TrangVatPham/127.PNG,ItemSell_TrangVatPham,127.PNG,38,19,2263,055eaee9576eb88d2d013d944d73944259d22be185bec6f0dd689b63c3e4f82e,inventory_sell,127
ItemSell_TrangVatPham/128.PNG,ItemSell_TrangVatPham,128.PNG,38,24,2949,a7be81e407742ee1e4de753ddad41b366e1d518a9d0d45b619a43e6022df0894,inventory_sell,128
ItemSell_TrangVatPham/129.PNG,ItemSell_TrangVatPham,129.PNG,39,24,2919,05b203a5adce169689313c69b6255c20d790df9a19a5f41f766dfce52d61d802,inventory_sell,129
ItemSell_TrangVatPham/13 - Copy.PNG,ItemSell_TrangVatPham,13 - Copy.PNG,35,17,1913,7692f64f17189b989251610b2e89493517b87c9dc113b34c7710aafc4fca4fcf,inventory_sell,13 - Copy
ItemSell_TrangVatPham/13.PNG,ItemSell_TrangVatPham,13.PNG,35,17,1913,7692f64f17189b989251610b2e89493517b87c9dc113b34c7710aafc4fca4fcf,inventory_sell,13
ItemSell_TrangVatPham/130.PNG,ItemSell_TrangVatPham,130.PNG,37,19,2291,d767ea6a2d7de782aea6387b3b05c43ba7a0b2690e37950961bc5ac1166963f0,inventory_sell,130
ItemSell_TrangVatPham/131.PNG,ItemSell_TrangVatPham,131.PNG,36,20,2476,cd47a5a0ffb823aba0e75a5ea6dd401f25bfcfe77891dd963ce6d15d547b9bf8,inventory_sell,131
ItemSell_TrangVatPham/132.PNG,ItemSell_TrangVatPham,132.PNG,38,20,2479,12476f891eb4d39b4c031624584de96369d1694e33a449aea909a684771e00fe,inventory_sell,132
ItemSell_TrangVatPham/133.PNG,ItemSell_TrangVatPham,133.PNG,36,22,2482,320a397b3b943a0e0685b5271c350a9da7c60d9fb5e88f4f8bc2e7dcb09f670d,inventory_sell,133
ItemSell_TrangVatPham/14 - Copy.PNG,ItemSell_TrangVatPham,14 - Copy.PNG,36,14,1575,798e6c425875c68be0ca73b6b6ee1d55c6c2dc793bfd83c5bcb48cbd4137dcb9,inventory_sell,14 - Copy
ItemSell_TrangVatPham/14.PNG,ItemSell_TrangVatPham,14.PNG,36,14,1575,798e6c425875c68be0ca73b6b6ee1d55c6c2dc793bfd83c5bcb48cbd4137dcb9,inventory_sell,14
ItemSell_TrangVatPham/15 - Copy.PNG,ItemSell_TrangVatPham,15 - Copy.PNG,35,16,1960,ac19ae9d779e228d49f777b448838bf735117a711a0013e45a04970e8f327ddf,inventory_sell,15 - Copy
ItemSell_TrangVatPham/15.PNG,ItemSell_TrangVatPham,15.PNG,35,16,1960,ac19ae9d779e228d49f777b448838bf735117a711a0013e45a04970e8f327ddf,inventory_sell,15
ItemSell_TrangVatPham/16 - Copy.PNG,ItemSell_TrangVatPham,16 - Copy.PNG,31,14,1538,0c3eae57add6d3310e94bfc6160038535c1d2f5535c8f535a5e6a2e1938342a6,inventory_sell,16 - Copy
ItemSell_TrangVatPham/16.PNG,ItemSell_TrangVatPham,16.PNG,31,14,1538,0c3eae57add6d3310e94bfc6160038535c1d2f5535c8f535a5e6a2e1938342a6,inventory_sell,16
ItemSell_TrangVatPham/17 - Copy.PNG,ItemSell_TrangVatPham,17 - Copy.PNG,37,17,1992,665ce7e0a6d85eb56957556553ee99da3e53a607ebb76f8f31d06083358db3b0,inventory_sell,17 - Copy
ItemSell_TrangVatPham/17.PNG,ItemSell_TrangVatPham,17.PNG,37,17,1992,665ce7e0a6d85eb56957556553ee99da3e53a607ebb76f8f31d06083358db3b0,inventory_sell,17
ItemSell_TrangVatPham/18 - Copy.PNG,ItemSell_TrangVatPham,18 - Copy.PNG,35,15,1794,904ce7b796f8790e22fa8e8cd163db54b5cc2e441d27e16f117f05f1c939ee63,inventory_sell,18 - Copy
ItemSell_TrangVatPham/18.PNG,ItemSell_TrangVatPham,18.PNG,35,15,1794,904ce7b796f8790e22fa8e8cd163db54b5cc2e441d27e16f117f05f1c939ee63,inventory_sell,18
ItemSell_TrangVatPham/19 - Copy.PNG,ItemSell_TrangVatPham,19 - Copy.PNG,24,35,2855,6d0acd3a21f6064feb215a0b8cbcb8771062c282bfc5d1125e36ccead6ced7c4,inventory_sell,19 - Copy
ItemSell_TrangVatPham/19.PNG,ItemSell_TrangVatPham,19.PNG,24,35,2855,6d0acd3a21f6064feb215a0b8cbcb8771062c282bfc5d1125e36ccead6ced7c4,inventory_sell,19
ItemSell_TrangVatPham/1q1q1q.PNG,ItemSell_TrangVatPham,1q1q1q.PNG,141,67,20841,0a9469187de661af732f9ab174be6018a6679f7cba3d7dd5c96e63cc0246fd91,inventory_sell,1q1q1q
ItemSell_TrangVatPham/1q2qe1q.PNG,ItemSell_TrangVatPham,1q2qe1q.PNG,130,70,23482,15c991355326098f76ab990ffbff7e61cefec5919f03d5624c46fc02dd26044d,inventory_sell,1q2qe1q
ItemSell_TrangVatPham/2 - Copy.PNG,ItemSell_TrangVatPham,2 - Copy.PNG,37,16,2066,b0bd363a55d37b096dd7274a578c9319a9a6fa00bb71d1f6e1b9328f853e70c4,inventory_sell,2 - Copy
ItemSell_TrangVatPham/2.PNG,ItemSell_TrangVatPham,2.PNG,37,16,2066,b0bd363a55d37b096dd7274a578c9319a9a6fa00bb71d1f6e1b9328f853e70c4,inventory_sell,2
ItemSell_TrangVatPham/20 - Copy.PNG,ItemSell_TrangVatPham,20 - Copy.PNG,23,37,2736,f36891eeba55938bcf84c7c9aa2b7b7add53e83f957badea9078ec0627ad42e2,inventory_sell,20 - Copy
ItemSell_TrangVatPham/20.PNG,ItemSell_TrangVatPham,20.PNG,23,37,2736,f36891eeba55938bcf84c7c9aa2b7b7add53e83f957badea9078ec0627ad42e2,inventory_sell,20
ItemSell_TrangVatPham/21 - Copy.PNG,ItemSell_TrangVatPham,21 - Copy.PNG,23,32,2349,c06e9e1deae7088a2b235b8719ebf32f058477720604a9da398424866406013e,inventory_sell,21 - Copy
ItemSell_TrangVatPham/21.PNG,ItemSell_TrangVatPham,21.PNG,23,32,2349,c06e9e1deae7088a2b235b8719ebf32f058477720604a9da398424866406013e,inventory_sell,21
ItemSell_TrangVatPham/22 - Copy.PNG,ItemSell_TrangVatPham,22 - Copy.PNG,34,18,2032,e56b3dcd3b99ef47c9fc7c324e03b091ed6bc7a2e5e96bbe3ed2edc0cc9ba6d7,inventory_sell,22 - Copy
ItemSell_TrangVatPham/22.PNG,ItemSell_TrangVatPham,22.PNG,34,18,2032,e56b3dcd3b99ef47c9fc7c324e03b091ed6bc7a2e5e96bbe3ed2edc0cc9ba6d7,inventory_sell,22
ItemSell_TrangVatPham/23 - Copy.PNG,ItemSell_TrangVatPham,23 - Copy.PNG,36,21,2535,8b3fe3f4c515eba3efbd1d9b6419f7dc44ec47722fb1aa19046786c09430e3ae,inventory_sell,23 - Copy
ItemSell_TrangVatPham/23.PNG,ItemSell_TrangVatPham,23.PNG,36,21,2535,8b3fe3f4c515eba3efbd1d9b6419f7dc44ec47722fb1aa19046786c09430e3ae,inventory_sell,23
ItemSell_TrangVatPham/24 - Copy.PNG,ItemSell_TrangVatPham,24 - Copy.PNG,35,21,2501,921f5dcfc35f02cf9ea5d36494dfb1c912ed13233cc761318918e3b4f324a185,inventory_sell,24 - Copy
ItemSell_TrangVatPham/24.PNG,ItemSell_TrangVatPham,24.PNG,35,21,2501,921f5dcfc35f02cf9ea5d36494dfb1c912ed13233cc761318918e3b4f324a185,inventory_sell,24
ItemSell_TrangVatPham/25 - Copy.PNG,ItemSell_TrangVatPham,25 - Copy.PNG,38,17,2267,109d29c1712a8af09c47c4832d3186d6757a613760a7c58591d59f5f654bf572,inventory_sell,25 - Copy
ItemSell_TrangVatPham/25.PNG,ItemSell_TrangVatPham,25.PNG,38,17,2267,109d29c1712a8af09c47c4832d3186d6757a613760a7c58591d59f5f654bf572,inventory_sell,25
ItemSell_TrangVatPham/26 - Copy.PNG,ItemSell_TrangVatPham,26 - Copy.PNG,35,19,1974,38372048355002a11470be651fbca5cac3900955d95d38c09f1b6d17c626dcfa,inventory_sell,26 - Copy
ItemSell_TrangVatPham/26.PNG,ItemSell_TrangVatPham,26.PNG,35,19,1974,38372048355002a11470be651fbca5cac3900955d95d38c09f1b6d17c626dcfa,inventory_sell,26
ItemSell_TrangVatPham/27 - Copy.PNG,ItemSell_TrangVatPham,27 - Copy.PNG,38,17,2310,5b14a28f38c4b7b2912a85aedc966935bc64361e21921d6ad99d14b9043ca2c0,inventory_sell,27 - Copy
ItemSell_TrangVatPham/27.PNG,ItemSell_TrangVatPham,27.PNG,38,17,2310,5b14a28f38c4b7b2912a85aedc966935bc64361e21921d6ad99d14b9043ca2c0,inventory_sell,27
ItemSell_TrangVatPham/28 - Copy.PNG,ItemSell_TrangVatPham,28 - Copy.PNG,34,17,1915,c480be3e2c3ad195e6253f19c2216bd2f155d647aabed1a9cc565718ffe08d31,inventory_sell,28 - Copy
ItemSell_TrangVatPham/28.PNG,ItemSell_TrangVatPham,28.PNG,34,17,1915,c480be3e2c3ad195e6253f19c2216bd2f155d647aabed1a9cc565718ffe08d31,inventory_sell,28
ItemSell_TrangVatPham/29 - Copy.PNG,ItemSell_TrangVatPham,29 - Copy.PNG,33,19,2222,ab0e18fcc0a996b3a40df23a1793ef3388ee04ab891cc7966b610807e84049e2,inventory_sell,29 - Copy
ItemSell_TrangVatPham/29.PNG,ItemSell_TrangVatPham,29.PNG,33,19,2222,ab0e18fcc0a996b3a40df23a1793ef3388ee04ab891cc7966b610807e84049e2,inventory_sell,29
ItemSell_TrangVatPham/3 - Copy.PNG,ItemSell_TrangVatPham,3 - Copy.PNG,37,21,2432,83af9fad9adae298e7165d395bd28fbb02c4fc00e2852edf43b73ea2f0cc32ab,inventory_sell,3 - Copy
ItemSell_TrangVatPham/3.PNG,ItemSell_TrangVatPham,3.PNG,37,21,2432,83af9fad9adae298e7165d395bd28fbb02c4fc00e2852edf43b73ea2f0cc32ab,inventory_sell,3
ItemSell_TrangVatPham/30 - Copy.PNG,ItemSell_TrangVatPham,30 - Copy.PNG,37,15,1689,13f03ec5d2389a1c2525d0274a11787ae34f7212da625b54d8d8e0644d282b00,inventory_sell,30 - Copy
ItemSell_TrangVatPham/30.PNG,ItemSell_TrangVatPham,30.PNG,37,15,1689,13f03ec5d2389a1c2525d0274a11787ae34f7212da625b54d8d8e0644d282b00,inventory_sell,30
ItemSell_TrangVatPham/31 - Copy.PNG,ItemSell_TrangVatPham,31 - Copy.PNG,35,18,2104,38aef6e7ca8b18e33d10045e2effb5b9b684269ad7e8fb61dcd4cab967c8b87f,inventory_sell,31 - Copy
ItemSell_TrangVatPham/31.PNG,ItemSell_TrangVatPham,31.PNG,35,18,2104,38aef6e7ca8b18e33d10045e2effb5b9b684269ad7e8fb61dcd4cab967c8b87f,inventory_sell,31
ItemSell_TrangVatPham/32 - Copy.PNG,ItemSell_TrangVatPham,32 - Copy.PNG,33,16,1876,316d12328d6e2ae2e5716920e979e215ae455533289b13ce8f15f2f8ae269820,inventory_sell,32 - Copy
ItemSell_TrangVatPham/32.PNG,ItemSell_TrangVatPham,32.PNG,33,16,1876,316d12328d6e2ae2e5716920e979e215ae455533289b13ce8f15f2f8ae269820,inventory_sell,32
ItemSell_TrangVatPham/33 - Copy.PNG,ItemSell_TrangVatPham,33 - Copy.PNG,37,20,2424,d5b38a5d0709078a909c69b9010c7cad113d380c2e1522209d39884d8a065817,inventory_sell,33 - Copy
ItemSell_TrangVatPham/33.PNG,ItemSell_TrangVatPham,33.PNG,37,20,2424,d5b38a5d0709078a909c69b9010c7cad113d380c2e1522209d39884d8a065817,inventory_sell,33
ItemSell_TrangVatPham/34 - Copy.PNG,ItemSell_TrangVatPham,34 - Copy.PNG,36,20,2404,d707b2019047921fcf1cacd67dac9fdddafb6db5b1d65bfafd6e7fdc8e9e50d0,inventory_sell,34 - Copy
ItemSell_TrangVatPham/34.PNG,ItemSell_TrangVatPham,34.PNG,36,20,2404,d707b2019047921fcf1cacd67dac9fdddafb6db5b1d65bfafd6e7fdc8e9e50d0,inventory_sell,34
ItemSell_TrangVatPham/35 - Copy.PNG,ItemSell_TrangVatPham,35 - Copy.PNG,34,17,2062,f9181c2ce51a0afe3b9b961f21bc95ffcb707e9b3e79c69ca594114dfeb0ec8c,inventory_sell,35 - Copy
ItemSell_TrangVatPham/35.PNG,ItemSell_TrangVatPham,35.PNG,34,17,2062,f9181c2ce51a0afe3b9b961f21bc95ffcb707e9b3e79c69ca594114dfeb0ec8c,inventory_sell,35
ItemSell_TrangVatPham/36 - Copy.PNG,ItemSell_TrangVatPham,36 - Copy.PNG,36,21,2444,fc5fbef67c6a870ea51f8d497433e198c4418c73e6b115d3c943631e13f07ab2,inventory_sell,36 - Copy
ItemSell_TrangVatPham/36.PNG,ItemSell_TrangVatPham,36.PNG,36,21,2444,fc5fbef67c6a870ea51f8d497433e198c4418c73e6b115d3c943631e13f07ab2,inventory_sell,36
ItemSell_TrangVatPham/37 - Copy.PNG,ItemSell_TrangVatPham,37 - Copy.PNG,36,19,2199,fffb86d6c390d899c31dfea2bfe1a1029a342e1c034e281e29f6eb4cb5f6ae67,inventory_sell,37 - Copy
